no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
2641,1973,2,28,2,0,Near Nabire,Indonesia,Merpati Nusantara Airlines,NA,NA,NA,NA,de Havilland Canada DHC-6 Twin Otter 100,PKNUC,70,36,44,0,Crashed while en route.,miscellaneous,0,dead,Civilian,135.5016253,-3.3722254,
2642,1973,3,3,16,45,Moscow,Russia,Balkan Bulgarian Airlines,307,Sofia , Moscow,NA,Ilyushin IL-18V,LZBEM,182005602,126,126,0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane.",miscellaneous,0,dead,Civilian,37.6172999,55.755826,
2643,1973,3,5,2,0,Off Funchal,Portugal,Aviaco,NA,NA,NA,NA,Sud Aviation SE-210 Caravelle,ECBID,228,149,147,0,Crashed into the ocean while on approach to land.,miscellaneous,2,alive,Civilian,-16.9240554,32.6669328,
2644,1973,3,5,18,50,Near Nantes,France,Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca , London,NA,MD Douglas DC-9-32/Convair CV-990A,ECBIIECBJC,47077/148 /30-10-22,90,217,0,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.,technical_failure,0,dead,Civilian,-1.553621,47.218371,
2645,1973,3,7,2,0,Near Ban Hong Sa,Laos,Air America,NA,NA,NA,NA,Fairchild C-123,524,20185,176,169,0,NA,miscellaneous,7,alive,Civilian,-77.0442842,38.8985658,
2646,1973,3,15,2,0,Hyderabad,India,Indian Airlines,NA,Training,NA,NA,HAL-748-224,VTEAU,541,149,147,0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,miscellaneous,2,alive,Civilian,78.486671,17.385044,
2647,1973,3,15,19,0,Off Brunswick,USA,Military - U.S. Navy,NA,NA,NA,NA,Lockheed P-3B Orion,152749,185-5189,187,188,0,Crashed into the sea.,miscellaneous,0,dead,Military,-81.4914894,31.1499528,
2648,1973,3,19,2,0,Ben Me Thuot, SouthVietnam,Air Vietnam (South Vietnam),NA,Saigon , Ban Me,NA,Douglas C-54D,XVNUI,22174,203,209,0,Crashed after an explosion in the cargo hold.,technical_failure,0,dead,Civilian,108.0382475,12.6661944,
2649,1973,4,10,13,13,Near Hochwald, Solothurn,Invicta International Airlines (UK),NA,Bristol , Basel,NA,Vickers Vanguard 952,GAXOP,745,51,15,0,Cashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,miscellaneous,36,alive,Civilian,7.6431883,47.4574646,
2650,1973,4,12,20,0,Sunnyvale,USA,Military - U.S. Navy / NASA,NA,NA,NA,NA,Lockheed P-3C / Convair CV-990-30A-5,157332N711NA,5547 / 1,77,74,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed.",miscellaneous,3,alive,Military,-122.0363496,37.36883,
2651,1973,4,12,19,50,Moffett AFB,USA,Military - U.S. Navy,NA,NA,NA,NA,Lockheed P-3C Orion /Convair CV-990,N711NA  157332, / 185-5547,66,61,0,Mid-air collision while landing. Five of 6 on the Orion and eleven aboard the CV-990 killed. Failure of the crew of the NASA crew to maintain a proper lookout for the P-3 which had transmitted being on the base leg and cleared to continue to Runway 32.,technical_failure,5,alive,Military,-122.0510589,37.4094963,
2652,1973,4,18,2,0,Bamiyan,Afghanistan,Bakhtar Afghan Airlines,NA,Bamiyan , Kabul,NA,de Havilland Canada DHC-6 Twin Otter 100,YAGAT,111,95,169,0,The chartered American/Canadian tour group's plane crashed on takeoff.,technical_failure,0,dead,Civilian,67.8212104,34.8100067,
2653,1973,4,19,22,4,Davenport,USA,Air Iowa,NA,NA,NA,NA,Beech E18S,N310WA,NA,200,205,0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.,miscellaneous,0,dead,Civilian,-90.5776367,41.5236437,
2654,1973,5,11,23,0,Greenville,USA,Air Taxi,NA,"Concord, NH "," Greenville, ME",NA,Cessna 402B,N2985Q,NA,176,169,0,"The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation.",miscellaneous,7,alive,Civilian,-82.3940104,34.8526176,
2655,1973,5,16,13,45,Deadhorse,USA,Winship Air Service - Air Taxi,NA,"Fairbanks, AK "," Prudhoe, Alaska",NA,Swearingen SA26T,N1214S,NA,187,103,0,The pilot became disoriented while attempting to  land and crashed 28nm from the airport. Improper IFR operation.,technical_failure,84,alive,Civilian,-148.4597191,70.2001996,
2656,1973,5,18,2,0,Chita, Siberia,Aeroflot,NA,Moscow , Chita,NA,Tupolev TU-104A,CCCP42411,820303,4,7,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.,miscellaneous,0,dead,Civilian,113.4711906,52.0515032,
2657,1973,5,19,2,0,Svay Rieng,Cambodia,Cambodia Air,NA,NA,NA,NA,Douglas C-47A,XWTDM,10078,14,17,0,Crashed shortly after taking off after being hit by ground fire.,miscellaneous,0,dead,Civilian,105.8290298,11.142722,
2658,1973,5,29,2,0,Near Rimouski,Canada,Air Gaspé,NA,NA,NA,NA,Douglas DC-3,CFQBB,10081,176,169,0,The plane crashed and burned after striking a tree while on final instrument approach to Rimouski.,miscellaneous,7,alive,Civilian,-68.5349704,48.4389803,
2659,1973,5,31,28,50,Near New Delhi,India,Indian Airlines,NA,Madras , Delhi,NA,Boeing B-737-2A8,VTEAM,20486/279,207,184,0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,technical_failure,23,alive,Civilian,77.2090212,28.6139391,
2660,1973,6,1,2,0,Sao Luis,Brazil,Cruzeiro,NA,Belem , Sao Luis,NA,Sud Aviation SE-210 Caravelle VIN,PPPDX,126/127,120,119,0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.",technical_failure,1,alive,Civilian,-44.2567292,-2.5299669,
2661,1973,6,3,2,0,Goussainville,France,Aeroflot,NA,Demonstration,NA,NA,Tupolev TU-144,CCCP77102,2-Jan,200,205,8,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.",technical_failure,0,dead,Civilian,2.471236,49.030467,
2662,1973,6,9,2,0,Rio de Janeiro,Brazil,Varig,NA,NA,NA,NA,Boeing 707-327C,PPVLJ,19106/502,176,103,0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,technical_failure,73,alive,Civilian,-43.1728965,-22.9068467,
2663,1973,6,20,2,0,Near Puerto Vallarta,Mexico,Aeromexico,NA,Houston , Puerto Vallarta,NA,McDonnell Douglas DC-9-15,XASOC,47100/153,138,137,0,"The aircraft hit high ground during an approach, 32 kms from the airport.",miscellaneous,1,alive,Civilian,-105.2253316,20.653407,
2664,1973,6,30,2,0,Amman,Jordan,Aeroflot,NA,"Amman, Jordan "," Beiruit, Lebanon "," Yerevan, Armenia",Tupolev TU-134A,CCCP65668,1351306,228,188,3,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",technical_failure,40,alive,Civilian,35.910635,31.9539494,
2665,1973,7,11,19,3,Paris, Orly,Varig,820,Rio , de Janerio , Paris,Boeing B-707-345C,PPVJZ,19106/683,41,37,0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,miscellaneous,4,alive,Civilian,2.3522219,48.856614,
2666,1973,7,22,29,7,Off Papeete, Tahiti,Pan American World Airways,816,"Auckland, NZ "," Papeete, Tahiti ", Honolulu ,Boeing B-707-321B,N417PA,18959,222,233,0,The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named 'Clipper Winged Racer.',technical_failure,0,dead,Civilian,-149.5677151,-17.5324608,
2667,1973,7,23,21,43,St. Louis,USA,Ozark Air Lines,809,"Marion, IL ", St. Louis,NA,Fairchild-Hiller FH-227B,N4215,513,181,165,0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.",natural_cause,16,alive,Civilian,-90.1994042,38.6270025,
2668,1973,7,24,36,8,Honolulu, HI,Air Hawaii,NA,Honolulu , Lihue,NA,Volpar C45G,N234JC,NA,187,188,0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.",miscellaneous,0,dead,Civilian,-157.8583333,21.3069444,
2669,1973,7,31,13,8,Logan Airport, Boston,Delta Air Lines,723,"Burlilngton, VT  "," Boston, MA",NA,McDonnell Douglas DC-9-31,N975NE,47075/166,233,247,0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,natural_cause,0,dead,Civilian,-71.0095602,42.3656132,
2670,1973,8,4,27,0,Ketchikan,USA,Revilla Flying Service - Air Taxi,NA,"Ketchikan, AK "," Metlakatla, AK",NA,Cessna A185F,N70295,NA,187,188,0,The float plane crashed while en route. Probable cause undetermined.,miscellaneous,0,dead,Civilian,-131.6461112,55.3422222,
2671,1973,10,13,27,15,Near  Domodedovo,Russia,Aeroflot,964,Tbilisi , Moscow,NA,Tupolev TU-104B,SSR42486,21504,24,30,0,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.",miscellaneous,0,dead,Civilian,37.9024513,55.4103069,
2672,1973,8,13,14,40,Near La  Corunda,Spain,Aviaco,116,Madrid , La Coruna,NA,Sud-Aviation Caravelle 10-R,ECBIC,225/224,229,243,5,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.",technical_failure,0,dead,Civilian,-101.1985724,19.7014831,
2673,1973,8,15,19,50,Don Don, Haiti,Private,NA,Port Au Prince , Cap Haitien,NA,Norman BN-2A-6,N38JA,211,3,5,0,Airframe failure in flight.,miscellaneous,0,dead,Civilian,-90.057792,35.0694922,
2674,1973,8,18,2,0,Baku,Azerbaijan,Aeroflot,NA,NA,NA,NA,Antonov AN-24V,CCCP46435,87304305,205,200,0,Crashed after after attemping a return to the airport for an emergency landing.,technical_failure,5,alive,Civilian,49.8670924,40.4092617,
2675,1973,8,22,2,0,El Yopal,Colombia,AVIANCA,NA,Villavicencio , El Yopal,NA,Douglas DC-3,HK111,4105,77,74,0,Struck a hill in heavy fog. Flying VFR in IFR conditions.,miscellaneous,3,alive,Civilian,-72.400523,5.348903,
2676,1973,8,27,16,45,Bogota,Colombia,Aerovias Brasil,NA,Bogota , Cartagena,NA,Lockheed L-188A Electra,HK777,1115,179,174,0,Crashed into El Cable Mountain after taking off in fog.,miscellaneous,5,alive,Civilian,-74.072092,4.7109886,
2677,1973,8,28,28,45,Near Huete,Spain,Military - U.S. Air Force,NA,Athens , Madrid,NA,Lockheed C-141A,638077,6008,126,124,0,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine.",miscellaneous,2,alive,Military,-2.6896893,40.1435735,
2678,1973,8,28,27,50,Thirty-five miles west of Los Angeles,USA,Trans World Airlines,742,Honolulu , Los Angeles,NA,Boeing B-707-331B,N8705T,18916/455,55,3,0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.",miscellaneous,52,alive,Civilian,-118.442596,34.0412085,
2679,1973,9,4,29,30,Gary,USA,Aegler Stuart Flying Service  / Private,NA,"Grand Rapids, MI "," Gary, IN",NA,Piper PA-30 / Cessna 337A,N7881Y  N6270F,NA,187,169,0,"The Piper, landing on Runway 20 collilded with the Cessna at a runway intersection. Two killed on each plane. Pilots failed to see and avoid eachother.",technical_failure,18,alive,Civilian,-94.368426,32.0292394,
2680,1973,9,8,33,42,King Cove,USA,World Airways,NA,Travis AFB , Clark AFB ," Yokota AFB, Japan",McDonnell Douglas DC-8-63F,N802WA,46146,200,205,0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain.",mountain_crash,0,dead,Civilian,-162.3102777,55.0616667,
2681,1973,9,9,20,18,Paintsville,USA,Wicks Flying Service - Air Taxi,NA,"Humbolt, TN "," Paintsville, KY",NA,Cessna 310H,N1834H,NA,176,169,0,Collided with trees while en route. Cancelled IFR en route. Continued VFR flight into adverse weather conditions.,natural_cause,7,alive,Civilian,-82.8071054,37.8145384,
2682,1973,9,11,2,0,Moganik, Yugoslavia,JAT Yugoslav Airlines,NA,Skopje , Titograd,NA,Aerospatiale Caravelle 6N,YUAHD,151/149,178,172,0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending.",miscellaneous,6,alive,Civilian,NA,NA,
2683,1973,9,20,29,45,Natchitoches,USA,Private Charter,-,"Natchitoches, La "," Dallas, TX",NA,Beechcraft E18S,N50JR,BA-176,200,205,0,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.",technical_failure,0,dead,Civilian,-93.0862749,31.7607195,
2684,1973,9,24,26,0,Eagleville,USA,Dunlap Aviation - Air Taxi,NA,"Bakersfield, CA "," Long Beach, CA",NA,Cessna 310,N3015C,NA,102,103,0,Crashed into mountain while en route. Failed to see and avoid obstructions in rain and hail. No local navaids. Mountain obscured.,mountain_crash,0,dead,Civilian,-86.6497179,35.7417333,
2685,1973,9,25,35,18,Lincoln,USA,Lisa Jet Inc. - Air Taxi,NA,"Lincoln, NB "," Omaha, NB",NA,Gates Lear 25,N40LB,NA,149,147,0,Crashed while in initial climb. Inadequate preflight preparation. Poor crew coordination.,miscellaneous,2,alive,Civilian,-95.7301833,37.2242647,
2686,1973,9,27,25,52,Rich Mountain,USA,Texas International Airlines,655,Memphis , El Dorado , Texarkana ,Convair 600,N94230,56,14,17,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",miscellaneous,0,dead,Civilian,-94.3288888,34.6741666,
2687,1973,9,30,2,0,Miritituba,Brazil,Aeronorte,NA,NA,NA,NA,Douglas DC-3A,PTCEV,20182,234,248,0,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.",technical_failure,0,dead,Civilian,-55.95535,-4.297743,
2688,1973,9,30,27,40,Near Sverdlovsk,Russia,Aeroflot,NA,NA,NA,NA,Tupolev TU-104B,CCCP42506,21904,12,15,0,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon.",technical_failure,0,dead,Civilian,60.6454086,56.8430993,
2689,1973,10,2,2,0,Magadan,Russia,Aeroflot,NA,NA,NA,NA,Antonov AN-12V,CCCP12967,9346502,3,5,0,Struck high ground after going off course during a go-around.,miscellaneous,0,dead,Civilian,150.8127537,59.5594397,
2690,1973,10,4,2,0,Itaituba, PA,Taxi Aéreo Cesar Aguiar,NA,NA,NA,NA,Britten-Norman BN-2A-7 Islander,PTDVN,259,223,235,0,NA,miscellaneous,0,dead,Civilian,-55.9931173,-4.2670701,
2691,1973,10,23,2,0,Guanabara Bay,Brazil,VASP,NA,Rio de Janeiro , Belo Horizonte,NA,NAMC YS-11A-211,PPSMJ,2068,207,235,0,"The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached. Due to poor braking action, emergency brakes were applied. The pilot-in-command retracted the landing gear after it was apparent an overrun was imminent. The aircraft slid into Guanabara Bay.",technical_failure,0,dead,Civilian,-43.1544605,-22.8115667,
2692,1973,10,29,2,0,Sainte Lucia Island,NA,CATA,NA,NA,NA,NA,Britten-Norman BN-2A-6 Islander,N37JA,210,176,169,0,Flew into Mt. Gimie while en route.,miscellaneous,7,alive,Civilian,-60.9833333,13.9166667,
2693,1973,10,31,35,5,La Verne,USA,Jack N. Boswick - Air Taxi,NA,"La Verne, California "," Willow Rock, Arizona",NA,Cessna 401A,N6273Q,NA,212,103,0,The aircraft failed to become airborne and overran the runway on takeoff. The landing gear collapsed and the plane crashed. Failed to use checklist. Gust lock engaged.,technical_failure,109,alive,Civilian,-117.7678355,34.1008426,
2694,1973,11,2,2,0,Villavicencio,Colombia,Lineas Aéreas La Urraca,NA,Arauca , Cucuta,NA,Handley Page HPR-7 Herald 101,HK 718,150,66,205,0,The aircraft crashed after diverting to Villavicencio after experiencing hydrauliproblems and having to feather the No. 1engine.,natural_cause,0,dead,Civilian,-73.6285475,4.1491688,
2695,1973,11,3,21,40,Near Albuquerque, USA,National Airlines,27,"Miami, FL "," San Francisco, CA",NA,McDonnell Douglas DC-10-10,N60NA,46700/14,34,3,0,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger was sucked out of the plane.  The plane landed safely. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.",miscellaneous,31,alive,Civilian,-106.650422,35.0843859,
2696,1973,11,3,38,39,Boston,USA,Pan American World Airways,160,New York City , Prestwick,NA,Boeing B-707-321C,N458PA,19368/640,149,147,0,Smoke in the cockpit and uncontrollable fire caused by spillage of nitriacid on sawdust packing in the cargo hold. The aircraft was named 'Clipper Titian.',technical_failure,2,alive,Civilian,-71.0588801,42.3600825,
2697,1973,11,17,2,0,Near Quang-Ngai,Vietnam,Air Vietnam (South Vietnam),NA,NA,NA,NA,Douglas DC-3,XVNIE,14910/26355,138,137,0,Flew into a mountain while en route. Flying under VFR in IFR conditons.,mountain_crash,1,alive,Civilian,108.8044145,15.1213873,
2698,1973,12,7,2,0,Moscow,Russia,Aeroflot,NA,NA,NA,NA,Tupolev TU-104B,CCCP42503,21901,215,44,0,The aircraft crashed after the wing touched the ground while landing short of the runway.,technical_failure,171,alive,Civilian,37.6172999,55.755826,
2699,1973,12,9,29,55,Churchill Falls,Canada,Churchill Falls Co.,NA,Montreal , Churchill Falls,NA,de Havilland DH-125-400A,CF CFL,NA741/25213,223,235,0,"The aircraft crashed 2 miles short of the runway. Inadequate cockpit discipline, distractions in cockpit. Pilot suffered from visual illusions due to relying on visual cues.",miscellaneous,0,dead,Civilian,-64.3080296,53.5945491,
2700,1973,12,11,2,0,Sitkin Island,USA,Military - U.S. Navy,NA,Elmendorf AFB , Adak,NA,Douglas DC-118,131615,43718/371,3,5,0,Struck a mountain 40 miles from Adak.,mountain_crash,0,dead,Military,-176.0965562,52.0630435,
2701,1973,12,16,2,0,Near Vilnius, Lithuania,Aeroflot,NA,NA,NA,NA,Tupolev TU-124,CCCP45061,3351406,189,192,0,Went into a sudden dive and crashed to the ground.,miscellaneous,0,dead,Civilian,25.2796514,54.6871555,
2702,1973,12,17,18,0,Rome,Italy,Pan American World Airways,110,Rome , Beirut,NA,Boeing B-707-321B,N407PA,18838,84,149,0,Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named 'Clipper Celestial.',miscellaneous,0,dead,Civilian,12.4963655,41.9027835,
2703,1973,12,18,25,14,Manhattan,USA,Capitol Air Service - Air Taxi,NA,"Norman, OK "," Manhattan, KS",NA,Cessna 310L,N3269X,NA,102,103,0,"Following ground contact, the aircraft became airborne for a distance of 525 ft., struck power lines and crashed.",miscellaneous,0,dead,Civilian,-73.9712488,40.7830603,
2704,1973,12,21,2,0,Talara,Peru,TAM (Bolivia),NA,US , La Paz,NA,Convair CV-440,TAM47,444,234,205,0,Crashed on approach.,miscellaneous,29,alive,Civilian,-81.2628961,-4.581152,
2705,1973,12,21,2,0,Near Siagon, SouthVietnam,Military - Vietnamese Air Force,NA,NA,NA,NA,Boeing Vertol CH-47 (helilcopter),NA,NA,103,105,0,Ammunition exploded while the aircraft was on the ground.,miscellaneous,0,dead,Military,106.6296638,10.8230989,
2706,1973,12,22,29,10,Near Tetouan,Morocco,Sobelair SA (Belgium),NA,Paris , Tanger,NA,Sud-Aviation Caravelle VI-N,OOSRD,069/84,10,13,0,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway.",technical_failure,0,dead,Civilian,-5.3625516,35.5888995,
2707,1973,12,23,2,0,Lvov,Ukraine,Aeroflot,NA,NA,NA,NA,Tupolev TU-124,CCCP45004,350202,77,82,0,Crashed after takeoff. Engine failure. A defective turbine blade failed resulting in violent vibration of the engine and rupturing of a fuel line and causing an in-flight fire.,technical_failure,0,dead,Civilian,24.029717,49.839683,
2708,1973,12,28,2,0,Durban,South Africa,Executive Funds,NA,NA,NA,NA,Douglas DC-3,ZSDAK,1498,126,3,0,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned.",miscellaneous,123,alive,Civilian,31.0218404,-29.8586804,
2709,1974,1,1,16,38,Near Turin,Italy,Itavia,NA,Bologna , Torino,NA,Fokker F-28 Fellowship 1000,ITIDE,11015,179,165,0,Crashed 2 miles short of the runway during an approach in fog and heavy rain.,miscellaneous,14,alive,Civilian,7.686864,45.0703393,
2710,1974,1,6,2,0,Unduavi,Bolivia,Servicios Aéreos Boliviano,NA,San Borja , La Paz,NA,Curtiss C-46F,CP990,22490,176,169,0,The cargo plane hit a mountain en route.,mountain_crash,7,alive,Civilian,-67.9069058,-16.3114921,
2711,1974,1,6,23,5,Johnstown,USA,Air East,NA,"Pittsburgh, PA "," Johnstown, PA",NA,Beechcraft 99A,N125AE,U-125,77,31,0,Crashed short of the runway.  Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.,miscellaneous,46,alive,Civilian,-78.9219698,40.3267407,
2712,1974,1,6,2,0,Mukachevo,Russia,Aeroflot,NA,NA,NA,NA,Antonov AN-24V,CCCP46357,77303405,124,124,0,NA,miscellaneous,0,dead,Civilian,22.7117106,48.4493055,
2713,1974,1,9,21,36,Near Nevia,Colombia,Military - Colombian Air Force,NA,Florencia , Bogota,NA,Hawker Siddeley HS 748-260,FAC1103,1704,156,152,0,The domestiflight crashed into a mountain while en route to Bogota. A fire broke out in the cabin soon after taking off.,mountain_crash,4,alive,Military,-73.4184339,41.1671038,
2714,1974,1,10,2,0,La Paz,Bolivia,TAM (Bolivia),NA,Santa Rose , La Paz,NA,Douglas C-54,TAM52,NA,124,124,0,The non-scheduled passenger flight crashed while en route to La Paz.,miscellaneous,0,dead,Civilian,-68.1192936,-16.489689,
2715,1974,1,17,23,15,Cigerdu,Colombia,Cessnyca,NA,NA,NA,NA,Douglas DC-3A,HK1216,1905,45,52,0,Crashed after climbing to cruising altitude.,miscellaneous,0,dead,Civilian,NA,NA,
2716,1974,1,25,2,0,Rostov,Russia,Aeroflot,NA,NA,NA,NA,Antonov An-24B,CCCP46277,77303610,176,169,0,On a positioning flight the aircraft crashed past the end of the runway. Failure of the artificial horizon.,miscellaneous,7,alive,Civilian,39.701505,47.2357137,
2717,1974,1,25,35,58,Goldendale,USA,Inland Aviation - Air Taxi,NA,"Ephrata, WA "," Portland, OR",NA,Cessna 172L,N7888G,NA,102,103,0,"Collided with trees at 5,600 ft. in sleet and freezing rain while en route. Continued VFR flight into adverse weather.",natural_cause,0,dead,Civilian,-120.8217312,45.8206794,
2718,1974,1,26,36,30,Izmir,Turkey,Turkish Airlines (THY),NA,Izmir , Istanbul,NA,Fokker F-28 Fellowship 1000,TCJAO,11057,216,214,0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error.",miscellaneous,2,alive,Civilian,27.142826,38.423734,
2719,1974,1,27,18,15,S. Dominican Pueblo,USA,Taos Airways - Air Taxi,NA,"Taos, NM "," Albuquerque, NM",NA,Beechcraft J-35,N633Q,NA,149,147,0,Continued VFR flight into adverse weather. Crashed in snow while en route. Attempted to fly into icing conditions without anti-icing equipment or pitot heat.  Pilot minimally instrument qualified.,natural_cause,2,alive,Civilian,-75.2261457,39.9551216,
2720,1974,1,28,36,50,Winger,USA,Theif River Aviation - Air Taxi,NA,"Thief River, MN "," Owatonna, MN",NA,Piper PA-28,N5290S,NA,176,169,0,Crashed in a steep nose down right wing low attitude in snow. Spatial disorientation. Continued VFR flight into adverse weather.,natural_cause,7,alive,Civilian,-81.3475238,48.4753805,
2721,1974,1,30,31,41,Pago Pago, American Samoa,Pan American World Airways,806,Auckland , Pago Pago,NA,Boeing B-707-321B,N454PA,19376/661,5,258,0,"The aircraft crashed and burned while making ILS approach to Pango Pango International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and paniafterwards. The aircraft was named Clipper Raidant.",miscellaneous,0,dead,Civilian,-170.7020359,-14.2756319,
2722,1974,2,2,28,30,Near Honolulu,USA,Pan American World Airways,NA,"San Francisco, CA "," Honolulu, HI "," Agana, Guam",Boeing B-747,N732PA,19638/3,148,3,0,A 16 month old child was asphyxiated by a seat belt while unattended.,miscellaneous,145,alive,Civilian,-157.8583333,21.3069444,
2723,1974,2,9,22,30,Near Souda, Crete,Military - West German Air Force,NA,NA,NA,NA,Transall C-160D,5063,NA,177,161,0,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach.",mountain_crash,16,alive,Military,-73.9530758,40.6969992,
